,Year,Team,Pts,Pts,Team,HT,HT,,Series,Ground,Date,Match
283,1912,Wales,14,8,France,6,8,,Five Nations,Newport,25 Mar 1912,Details
284,1912,France,8,18,England,0,14,,Five Nations,Parc des Princes,8 Apr 1912,Details
285,1912,USA,8,12,Australia,0,5,,Australia tour,Berkeley,16 Nov 1912,Details
286,1912,Scotland,0,16,South Africa,0,3,,South Africa tour,Inverleith,23 Nov 1912,Details
287,1912,Ireland,0,38,South Africa,0,12,,South Africa tour,Lansdowne Road,30 Nov 1912,Details
288,1912,Wales,0,3,South Africa,0,3,,South Africa tour,Cardiff,14 Dec 1912,Details
289,1912,"
Records include the following current or recent matches:
",,,,,,,,,,
290,1912,"

Wales v South Africa at Cardiff, Dec 14, 1912 [0-3 FT]
",,,,,,,,,,
291,1912,"

Ireland v South Africa at Lansdowne Road, Nov 30, 1912 [0-38 FT]
",,,,,,,,,,
292,1912,"

Scotland v South Africa at Inverleith, Nov 23, 1912 [0-16 FT]
",,,,,,,,,,
293,1913,France,3,21,Scotland,3,8,,Five Nations,Parc des Princes,1 Jan 1913,Details
294,1913,England,3,9,South Africa,3,3,,South Africa tour,Twickenham,4 Jan 1913,Details
295,1913,France,5,38,South Africa,5,11,,South Africa tour,Bordeaux,11 Jan 1913,Details
296,1913,Wales,0,12,England,-,-,,Five Nations,Cardiff,18 Jan 1913,Details
297,1913,England,20,0,France,6,0,,Five Nations,Twickenham,25 Jan 1913,Details
298,1913,Scotland,0,8,Wales,0,3,,Five Nations,Inverleith,1 Feb 1913,Details
299,1913,Ireland,4,15,England,0,9,,Five Nations,Lansdowne Road,8 Feb 1913,Details
300,1913,Scotland,29,14,Ireland,18,5,,Five Nations,Inverleith,22 Feb 1913,Details
301,1913,France,8,11,Wales,0,3,,Five Nations,Parc des Princes,27 Feb 1913,Details
302,1913,Wales,16,13,Ireland,8,8,,Five Nations,Swansea,8 Mar 1913,Details
303,1913,England,3,0,Scotland,3,0,,Five Nations / Calcutta Cup,Twickenham,15 Mar 1913,Details
304,1913,Ireland,24,0,France,8,0,,Five Nations,Cork,24 Mar 1913,Details
305,1913,New Zealand,30,5,Australia,11,5,,Australia tour,Wellington,6 Sep 1913,Details
306,1913,New Zealand,25,13,Australia,9,8,,Australia tour,Dunedin,13 Sep 1913,Details
307,1913,New Zealand,5,16,Australia,5,5,,Australia tour,Christchurch,20 Sep 1913,Details
308,1913,USA,3,51,New Zealand,3,27,,New Zealand tour,Berkeley,15 Nov 1913,Details
309,1913,"
Records include the following current or recent matches:
",,,,,,,,,,
310,1913,"

United States of America v New Zealand at Berkeley, Nov 15, 1913 [3-51 FT]
",,,,,,,,,,
311,1913,"

New Zealand v Australia at Christchurch, 3rd Test, Sep 20, 1913 [5-16 FT]
",,,,,,,,,,
312,1913,"

New Zealand v Australia at Dunedin, 2nd Test, Sep 13, 1913 [25-13 FT]
",,,,,,,,,,
313,1914,France,6,8,Ireland,3,0,,Five Nations,Parc des Princes,1 Jan 1914,Details
314,1914,England,10,9,Wales,5,4,,Five Nations,Twickenham,17 Jan 1914,Details
315,1914,Wales,24,5,Scotland,7,5,,Five Nations,Cardiff,7 Feb 1914,Details
316,1914,England,17,12,Ireland,6,7,,Five Nations,Twickenham,14 Feb 1914,Details
317,1914,Ireland,6,0,Scotland,-,-,,Five Nations,Lansdowne Road,28 Feb 1914,Details
318,1914,Wales,31,0,France,13,0,,Five Nations,Swansea,2 Mar 1914,Details
319,1914,Ireland,3,11,Wales,3,3,,Five Nations,Belfast,14 Mar 1914,Details
320,1914,Scotland,15,16,England,3,3,,Five Nations / Calcutta Cup,Inverleith,21 Mar 1914,Details
321,1914,France,13,39,England,8,13,,Five Nations,Colombes,13 Apr 1914,Details
322,1914,Australia,0,5,New Zealand,-,-,,New Zealand tour,Sydney,18 Jul 1914,Details
323,1914,Australia,0,17,New Zealand,0,9,,New Zealand tour,Brisbane,1 Aug 1914,Details
324,1914,Australia,7,22,New Zealand,0,3,,New Zealand tour,Sydney,15 Aug 1914,Details
325,1914,"
Records include the following current or recent matches:
",,,,,,,,,,
326,1914,"

Australia v New Zealand at Sydney, 3rd Test, Aug 15, 1914 [7-22 FT]
",,,,,,,,,,
327,1914,"

Australia v New Zealand at Brisbane, 2nd Test, Aug 1, 1914 [0-17 FT]
",,,,,,,,,,
328,1914,"

Australia v New Zealand at Sydney, 1st Test, Jul 18, 1914 [0-5 FT]
",,,,,,,,,,
329,1919,Romania,0,21,USA,-,-,,Inter-Allied Games,Colombes,1919,Details
330,1919,"
Records include the following current or recent matches:
",,,,,,,,,,
331,1919,"

Wales v New Zealand Army at Swansea, Apr 21, 1919 [3-6 FT]
",,,,,,,,,,
332,1919,"

 [0-21 FT]
",,,,,,,,,,
333,1920,France,0,5,Scotland,-,-,,Five Nations,Parc des Princes,1 Jan 1920,Details
334,1920,Wales,19,5,England,3,5,,Five Nations,Swansea,17 Jan 1920,Details
335,1920,England,8,3,France,3,3,,Five Nations,Twickenham,31 Jan 1920,Details
336,1920,Scotland,9,5,Wales,0,5,,Five Nations,Inverleith,7 Feb 1920,Details
337,1920,Ireland,11,14,England,3,0,,Five Nations,Lansdowne Road,14 Feb 1920,Details
338,1920,France,5,6,Wales,-,-,,Five Nations,Colombes,17 Feb 1920,Details
339,1920,Scotland,19,0,Ireland,13,0,,Five Nations,Inverleith,28 Feb 1920,Details
340,1920,Wales,28,4,Ireland,17,0,,Five Nations,Cardiff,13 Mar 1920,Details
341,1920,England,13,4,Scotland,10,4,,Five Nations / Calcutta Cup,Twickenham,20 Mar 1920,Details
342,1920,Ireland,7,15,France,0,9,,Five Nations,Lansdowne Road,3 Apr 1920,Details
343,1920,France,14,5,USA,6,5,,United States of America tour,Colombes,10 Oct 1920,Details
344,1920,"
Records include the following current or recent matches:
",,,,,,,,,,
345,1920,"

France v United States of America at Colombes, Oct 10, 1920 [14-5 FT]
",,,,,,,,,,
346,1920,"

Australia v New Zealand XV at Sydney, 3rd Test, Aug 7, 1920 [13-24 FT]
",,,,,,,,,,
347,1920,"

Australia v New Zealand XV at Sydney, 2nd Test, Jul 31, 1920 [6-14 FT]
",,,,,,,,,,
348,1921,England,18,3,Wales,12,0,,Five Nations,Twickenham,15 Jan 1921,Details
349,1921,Scotland,0,3,France,0,3,,Five Nations,Inverleith,22 Jan 1921,Details
350,1921,Wales,8,14,Scotland,0,11,,Five Nations,Swansea,5 Feb 1921,Details
351,1921,England,15,0,Ireland,3,0,,Five Nations,Twickenham,12 Feb 1921,Details
352,1921,Ireland,9,8,Scotland,3,8,,Five Nations,Lansdowne Road,26 Feb 1921,Details
353,1921,Wales,12,4,France,12,0,,Five Nations,Cardiff,26 Feb 1921,Details
354,1921,Ireland,0,6,Wales,-,-,,Five Nations,Belfast,12 Mar 1921,Details
355,1921,Scotland,0,18,England,0,8,,Five Nations / Calcutta Cup,Inverleith,19 Mar 1921,Details
356,1921,France,6,10,England,3,10,,Five Nations,Colombes,28 Mar 1921,Details
357,1921,France,20,10,Ireland,5,5,,Five Nations,Colombes,9 Apr 1921,Details
358,1921,New Zealand,13,5,South Africa,0,5,,South Africa tour,Dunedin,13 Aug 1921,Details
359,1921,New Zealand,5,9,South Africa,5,5,,South Africa tour,Auckland,27 Aug 1921,Details
360,1921,New Zealand,0,0,South Africa,-,-,,South Africa tour,Wellington,17 Sep 1921,Details
361,1921,"
Records include the following current or recent matches:
",,,,,,,,,,
362,1921,"

New Zealand v South Africa at Wellington, 3rd Test, Sep 17, 1921 [0-0 FT]
",,,,,,,,,,
363,1921,"

New Zealand v South Africa at Auckland, 2nd Test, Aug 27, 1921 [5-9 FT]
",,,,,,,,,,
364,1921,"

New Zealand v South Africa at Dunedin, 1st Test, Aug 13, 1921 [13-5 FT]
",,,,,,,,,,
365,1922,France,3,3,Scotland,3,3,,Five Nations,Colombes,2 Jan 1922,Details
366,1922,Wales,28,6,England,17,3,,Five Nations,Cardiff,21 Jan 1922,Details
367,1922,Scotland,9,9,Wales,-,-,,Five Nations,Inverleith,4 Feb 1922,Details
368,1922,Ireland,3,12,England,3,6,,Five Nations,Lansdowne Road,11 Feb 1922,Details
369,1922,England,11,11,France,6,0,,Five Nations,Twickenham,25 Feb 1922,Details
370,1922,Scotland,6,3,Ireland,0,3,,Five Nations,Inverleith,25 Feb 1922,Details
371,1922,Wales,11,5,Ireland,3,0,,Five Nations,Swansea,11 Mar 1922,Details
372,1922,England,11,5,Scotland,0,5,,Five Nations / Calcutta Cup,Twickenham,18 Mar 1922,Details
373,1922,France,3,11,Wales,-,-,,Five Nations,Colombes,23 Mar 1922,Details
374,1922,Ireland,8,3,France,5,0,,Five Nations,Lansdowne Road,8 Apr 1922,Details
375,1922,"
Records include the following current or recent matches:
",,,,,,,,,,
376,1922,"

Australia v New Zealand XV at Sydney, 3rd Test, Aug 7, 1922 [8-6 FT]
",,,,,,,,,,
377,1922,"

Australia v New Zealand XV at Sydney, 2nd Test, Aug 5, 1922 [14-8 FT]
",,,,,,,,,,
378,1922,"

Australia v New Zealand XV at Sydney, 1st Test, Jul 29, 1922 [19-26 FT]
",,,,,,,,,,
379,1923,England,7,3,Wales,3,0,,Five Nations,Twickenham,20 Jan 1923,Details
380,1923,Scotland,16,3,France,5,0,,Five Nations,Inverleith,20 Jan 1923,Details
381,1923,Wales,8,11,Scotland,3,0,,Five Nations,Cardiff,3 Feb 1923,Details
382,1923,England,23,5,Ireland,15,0,,Five Nations,Leicester,10 Feb 1923,Details
383,1923,Ireland,3,13,Scotland,3,8,,Five Nations,Lansdowne Road,24 Feb 1923,Details
384,1923,Wales,16,8,France,5,3,,Five Nations,Swansea,24 Feb 1923,Details
385,1923,Ireland,5,4,Wales,5,4,,Five Nations,Lansdowne Road,10 Mar 1923,Details
386,1923,Scotland,6,8,England,3,3,,Five Nations / Calcutta Cup,Inverleith,17 Mar 1923,Details
387,1923,France,3,12,England,3,3,,Five Nations,Colombes,2 Apr 1923,Details
388,1923,France,14,8,Ireland,6,5,,Five Nations,Colombes,14 Apr 1923,Details
389,1923,"
Records include the following current or recent matches:
",,,,,,,,,,
390,1923,"

Australia v New Zealand Maori at Sydney, 3rd Test, Jun 25, 1923 [14-12 FT]
",,,,,,,,,,
391,1923,"

Australia v New Zealand Maori at Sydney, 2nd Test, Jun 23, 1923 [21-16 FT]
",,,,,,,,,,
392,1923,"

Australia v New Zealand Maori at Sydney, 1st Test, Jun 16, 1923 [27-23 FT]
",,,,,,,,,,
393,1924,France,12,10,Scotland,6,3,,Five Nations,Paris,1 Jan 1924,Details
394,1924,Wales,9,17,England,3,11,,Five Nations,Swansea,19 Jan 1924,Details
395,1924,Ireland,6,0,France,3,0,,Five Nations,Lansdowne Road,26 Jan 1924,Details
396,1924,Scotland,35,10,Wales,22,0,,Five Nations,Inverleith,2 Feb 1924,Details
397,1924,Ireland,3,14,England,3,3,,Five Nations,Belfast,9 Feb 1924,Details
398,1924,England,19,7,France,9,0,,Five Nations,Twickenham,23 Feb 1924,Details
399,1924,Scotland,13,8,Ireland,10,5,,Five Nations,Inverleith,23 Feb 1924,Details
400,1924,Wales,10,13,Ireland,3,8,,Five Nations,Cardiff,8 Mar 1924,Details
401,1924,England,19,0,Scotland,5,0,,Five Nations / Calcutta Cup,Twickenham,15 Mar 1924,Details
402,1924,France,6,10,Wales,6,7,,Five Nations,Colombes,27 Mar 1924,Details
403,1924,France,61,3,Romania,19,3,,Olympics,Colombes,4 May 1924,Details
404,1924,Romania,0,37,USA,-,-,,Olympics,Colombes,11 May 1924,Details
405,1924,France,3,17,USA,0,3,,Olympics,Colombes,18 May 1924,Details
406,1924,South Africa,7,3,Britain,7,0,,Great Britain tour,Durban,16 Aug 1924,Details
407,1924,Samoa,0,6,Fiji,0,3,,Fiji tour,Apia,18 Aug 1924,Details
408,1924,South Africa,17,0,Britain,3,0,,Great Britain tour,Johannesburg,23 Aug 1924,Details
409,1924,Tonga,9,6,Fiji,-,-,,Fiji tour,Nuku A'lofa,25 Aug 1924,Details
410,1924,Tonga,3,14,Fiji,-,-,,Fiji tour,Nuku A'lofa,3 Sep 1924,Details
411,1924,Tonga,0,0,Fiji,-,-,,Fiji tour,Nuku A'lofa,10 Sep 1924,Details
412,1924,South Africa,3,3,Britain,3,3,,Great Britain tour,Port Elizabeth,13 Sep 1924,Details
413,1924,Samoa,9,3,Fiji,6,0,,Fiji tour,Apia,19 Sep 1924,Details
414,1924,South Africa,16,9,Britain,7,3,,Great Britain tour,Cape Town,20 Sep 1924,Details
415,1924,Ireland,0,6,New Zealand,-,-,,New Zealand tour,Lansdowne Road,1 Nov 1924,Details
416,1924,Wales,0,19,New Zealand,0,11,,New Zealand tour,Swansea,29 Nov 1924,Details
417,1924,"
Records include the following current or recent matches:
",,,,,,,,,,
418,1924,"

Wales v New Zealand at Swansea, Nov 29, 1924 [0-19 FT]
",,,,,,,,,,
419,1924,"

Ireland v New Zealand at Lansdowne Road, Nov 1, 1924 [0-6 FT]
",,,,,,,,,,
420,1924,"

South Africa v Great Britain at Cape Town, 4th Test, Sep 20, 1924 [16-9 FT]
",,,,,,,,,,
421,1925,France,3,9,Ireland,3,0,,Five Nations,Colombes,1 Jan 1925,Details
422,1925,England,11,17,New Zealand,3,9,,New Zealand tour,Twickenham,3 Jan 1925,Details
423,1925,England,12,6,Wales,6,3,,Five Nations,Twickenham,17 Jan 1925,Details
424,1925,France,6,30,New Zealand,0,17,,New Zealand tour,Toulouse,18 Jan 1925,Details
425,1925,Scotland,25,4,France,5,4,,Five Nations,Inverleith,24 Jan 1925,Details
426,1925,Wales,14,24,Scotland,0,18,,Five Nations,Swansea,7 Feb 1925,Details
427,1925,England,6,6,Ireland,6,0,,Five Nations,Twickenham,14 Feb 1925,Details
428,1925,Ireland,8,14,Scotland,0,5,,Five Nations,Lansdowne Road,28 Feb 1925,Details
429,1925,Wales,11,5,France,3,0,,Five Nations,Cardiff,28 Feb 1925,Details
430,1925,Ireland,19,3,Wales,8,0,,Five Nations,Belfast,14 Mar 1925,Details
431,1925,Scotland,14,11,England,5,8,,Five Nations / Calcutta Cup,Murrayfield,21 Mar 1925,Details
432,1925,France,11,13,England,5,13,,Five Nations,Colombes,13 Apr 1925,Details
433,1925,"
Records include the following current or recent matches:
",,,,,,,,,,
434,1925,"

Australia v New Zealand XV at Sydney, 3rd Test, Jun 23, 1925 [3-11 FT]
",,,,,,,,,,
435,1925,"

Australia v New Zealand XV at Sydney, 2nd Test, Jun 20, 1925 [0-4 FT]
",,,,,,,,,,
436,1925,"

Australia v New Zealand XV at Sydney, 1st Test, Jun 13, 1925 [3-26 FT]
",,,,,,,,,,
437,1926,France,6,20,Scotland,0,9,,Five Nations,Colombes,2 Jan 1926,Details
438,1926,Wales,3,3,England,0,3,,Five Nations,Cardiff,16 Jan 1926,Details
439,1926,Ireland,11,0,France,8,0,,Five Nations,Belfast,23 Jan 1926,Details
440,1926,Scotland,8,5,Wales,0,5,,Five Nations,Murrayfield,6 Feb 1926,Details
441,1926,Ireland,19,15,England,6,10,,Five Nations,Lansdowne Road,13 Feb 1926,Details
442,1926,England,11,0,France,6,0,,Five Nations,Twickenham,27 Feb 1926,Details
443,1926,Scotland,0,3,Ireland,-,-,,Five Nations,Murrayfield,27 Feb 1926,Details
444,1926,Wales,11,8,Ireland,5,8,,Five Nations,Swansea,13 Mar 1926,Details
445,1926,England,9,17,Scotland,3,14,,Five Nations / Calcutta Cup,Twickenham,20 Mar 1926,Details
446,1926,France,5,7,Wales,5,0,,Five Nations,Colombes,5 Apr 1926,Details
447,1926,Samoa,5,14,Tonga,-,-,,Tonga tour,Apia,30 Jul 1926,Details
448,1926,Fiji,10,3,Tonga,-,-,,Tonga tour,Suva,14 Aug 1926,Details
449,1926,Fiji,8,13,Tonga,-,-,,Tonga tour,Suva,16 Aug 1926,Details
450,1926,Fiji,3,6,Tonga,-,-,,Tonga tour,Suva,18 Aug 1926,Details
451,1926,"
Records include the following current or recent matches:
",,,,,,,,,,
452,1926,"

France v New Zealand Maori at Colombes, Dec 26, 1926 [3-12 FT]
",,,,,,,,,,
453,1926,"

Sri Lanka v New Zealand Maori at Colombo, Aug 18, 1926 [6-37 FT]
",,,,,,,,,,
454,1926,"

Fiji v Tonga at Suva, 3rd Test, Aug 18, 1926 [3-6 FT]
",,,,,,,,,,
455,1927,France,3,8,Ireland,0,3,,Five Nations,Colombes,1 Jan 1927,Details
456,1927,England,11,9,Wales,11,6,,Five Nations,Twickenham,15 Jan 1927,Details
457,1927,Scotland,23,6,France,20,3,,Five Nations,Murrayfield,22 Jan 1927,Details
458,1927,Wales,0,5,Scotland,0,5,,Five Nations,Cardiff,5 Feb 1927,Details
459,1927,England,8,6,Ireland,0,3,,Five Nations,Twickenham,12 Feb 1927,Details
460,1927,Ireland,6,0,Scotland,6,0,,Five Nations,Lansdowne Road,26 Feb 1927,Details
461,1927,Wales,25,7,France,12,3,,Five Nations,Swansea,26 Feb 1927,Details
462,1927,Ireland,19,9,Wales,11,0,,Five Nations,Lansdowne Road,12 Mar 1927,Details
463,1927,Scotland,21,13,England,9,8,,Five Nations / Calcutta Cup,Murrayfield,19 Mar 1927,Details
464,1927,France,3,0,England,3,0,,Five Nations,Colombes,2 Apr 1927,Details
465,1927,France,30,5,Germany,16,0,,Germany tour,Colombes,17 Apr 1927,Details
466,1927,Germany,17,16,France,0,5,,France tour,Frankfurt,15 May 1927,Details
467,1927,Germany,6,0,Romania,-,-,,Romania tour,Heidelburg,19 May 1927,Details
468,1927,Czechia,5,21,Romania,-,-,,Romania tour,Bratislava,22 May 1927,Details
469,1927,Ireland,3,5,Australia,0,5,,Australia tour,Lansdowne Road,12 Nov 1927,Details
470,1927,Wales,8,18,Australia,3,5,,Australia tour,Cardiff,26 Nov 1927,Details
471,1927,Scotland,10,8,Australia,5,5,,Australia tour,Murrayfield,17 Dec 1927,Details
472,1927,"
Records include the following current or recent matches:
",,,,,,,,,,
473,1927,"

Scotland v Australia at Murrayfield, Dec 17, 1927 [10-8 FT]
",,,,,,,,,,
474,1927,"

Wales v Australia at Cardiff, Nov 26, 1927 [8-18 FT]
",,,,,,,,,,
475,1927,"

Ireland v Australia at Lansdowne Road, Nov 12, 1927 [3-5 FT]
",,,,,,,,,,
476,1928,France,6,15,Scotland,3,9,,Five Nations,Colombes,2 Jan 1928,Details
477,1928,England,18,11,Australia,15,5,,Australia tour,Twickenham,7 Jan 1928,Details
478,1928,Wales,8,10,England,3,10,,Five Nations,Swansea,21 Jan 1928,Details
479,1928,France,8,11,Australia,3,11,,Australia tour,Colombes,22 Jan 1928,Details
480,1928,Ireland,12,8,France,6,8,,Five Nations,Belfast,28 Jan 1928,Details
481,1928,Scotland,0,13,Wales,0,13,,Five Nations,Murrayfield,4 Feb 1928,Details
482,1928,Ireland,6,7,England,3,0,,Five Nations,Lansdowne Road,11 Feb 1928,Details
483,1928,England,18,8,France,10,3,,Five Nations,Twickenham,25 Feb 1928,Details
484,1928,Scotland,5,13,Ireland,5,3,,Five Nations,Murrayfield,25 Feb 1928,Details
485,1928,Wales,10,13,Ireland,5,5,,Five Nations,Cardiff,10 Mar 1928,Details
486,1928,England,6,0,Scotland,3,0,,Five Nations / Calcutta Cup,Twickenham,17 Mar 1928,Details
487,1928,Germany,3,14,France,3,3,,France tour,Hanover,18 Mar 1928,Details
488,1928,France,8,3,Wales,0,3,,Five Nations,Colombes,9 Apr 1928,Details
489,1928,South Africa,17,0,New Zealand,4,0,,New Zealand tour,Durban,30 Jun 1928,Details
490,1928,South Africa,6,7,New Zealand,3,3,,New Zealand tour,Johannesburg,21 Jul 1928,Details
491,1928,South Africa,11,6,New Zealand,8,6,,New Zealand tour,Port Elizabeth,18 Aug 1928,Details
492,1928,Tonga,9,0,Fiji,-,-,,Fiji tour,Nuku A'lofa,25 Aug 1928,Details
493,1928,Tonga,5,9,Fiji,-,-,,Fiji tour,Nuku A'lofa,1 Sep 1928,Details
494,1928,South Africa,5,13,New Zealand,5,6,,New Zealand tour,Cape Town,1 Sep 1928,Details
495,1928,Tonga,12,6,Fiji,-,-,,Fiji tour,Nuku A'lofa,8 Sep 1928,Details
496,1928,Samoa,8,9,Fiji,3,8,,Fiji tour,Apia,21 Sep 1928,Details
497,1928,France,0,6,Ireland,-,-,,Five Nations,Colombes,31 Dec 1928,Details
498,1928,"
Records include the following current or recent matches:
",,,,,,,,,,
499,1928,"

France v Ireland at Colombes, Five Nations, Dec 31, 1928 [0-6 FT]
",,,,,,,,,,
500,1928,"

Samoa v Fiji at Apia, Sep 21, 1928 [8-9 FT]
",,,,,,,,,,
501,1928,"

Tonga v Fiji at Nuku A'lofa, 3rd Test, Sep 8, 1928 [12-6]
",,,,,,,,,,
502,1929,England,8,3,Wales,3,0,,Five Nations,Twickenham,19 Jan 1929,Details
503,1929,Scotland,6,3,France,6,3,,Five Nations,Murrayfield,19 Jan 1929,Details
504,1929,Wales,14,7,Scotland,3,3,,Five Nations,Swansea,2 Feb 1929,Details
505,1929,England,5,6,Ireland,0,3,,Five Nations,Twickenham,9 Feb 1929,Details
506,1929,Ireland,7,16,Scotland,7,5,,Five Nations,Lansdowne Road,23 Feb 1929,Details
507,1929,Wales,8,3,France,5,0,,Five Nations,Cardiff,23 Feb 1929,Details
508,1929,Ireland,5,5,Wales,5,0,,Five Nations,Belfast,9 Mar 1929,Details
509,1929,Scotland,12,6,England,0,3,,Five Nations / Calcutta Cup,Murrayfield,16 Mar 1929,Details
510,1929,France,6,16,England,3,8,,Five Nations,Colombes,1 Apr 1929,Details
511,1929,France,24,0,Germany,8,0,,Germany tour,Colombes,28 Apr 1929,Details
512,1929,Spain,9,0,Italy,3,0,,Italy tour,Barcelona,20 May 1929,Details
513,1929,Spain,15,24,Germany,-,-,,Germany tour,Barcelona,9 Jun 1929,Details
514,1929,Australia,9,8,New Zealand,6,8,,New Zealand tour,Sydney,6 Jul 1929,Details
515,1929,Australia,17,9,New Zealand,3,3,,New Zealand tour,Brisbane,20 Jul 1929,Details
516,1929,Australia,15,13,New Zealand,9,13,,New Zealand tour,Sydney,27 Jul 1929,Details
517,1929,"
Records include the following current or recent matches:
",,,,,,,,,,
518,1929,"

Australia v New Zealand at Sydney, 3rd Test, Jul 27, 1929 [15-13 FT]
",,,,,,,,,,
519,1929,"

Australia v New Zealand at Brisbane, 2nd Test, Jul 20, 1929 [17-9 FT]
",,,,,,,,,,
520,1929,"

Australia v New Zealand at Sydney, 1st Test, Jul 6, 1929 [9-8 FT]
",,,,,,,,,,
521,1930,Belgium,11,0,Netherlands,-,-,,Netherlands tour,Brussels,1930,Details
522,1930,Netherlands,0,6,Belgium,-,-,,Belgium tour,The Hague,1930,Details
523,1930,France,7,3,Scotland,3,3,,Five Nations,Colombes,1 Jan 1930,Details
524,1930,Wales,3,11,England,0,3,,Five Nations,Cardiff,18 Jan 1930,Details
525,1930,Ireland,0,5,France,-,-,,Five Nations,Belfast,25 Jan 1930,Details
526,1930,Scotland,12,9,Wales,8,9,,Five Nations,Murrayfield,1 Feb 1930,Details
527,1930,Ireland,4,3,England,0,3,,Five Nations,Lansdowne Road,8 Feb 1930,Details
528,1930,England,11,5,France,6,5,,Five Nations,Twickenham,22 Feb 1930,Details
529,1930,Scotland,11,14,Ireland,3,11,,Five Nations,Murrayfield,22 Feb 1930,Details
530,1930,Wales,12,7,Ireland,6,7,,Five Nations,Swansea,8 Mar 1930,Details
531,1930,England,0,0,Scotland,-,-,,Five Nations / Calcutta Cup,Twickenham,15 Mar 1930,Details
532,1930,Germany,0,31,France,-,-,,France tour,Berlin,6 Apr 1930,Details
533,1930,France,0,11,Wales,0,3,,Five Nations,Colombes,21 Apr 1930,Details
534,1930,Germany,5,0,Spain,-,-,,Spain tour,Dresden,18 May 1930,Details
535,1930,Italy,3,0,Spain,-,-,,Spain tour,Milan,29 May 1930,Details
536,1930,New Zealand,3,6,Britain,0,3,,Great Britain tour,Dunedin,21 Jun 1930,Details
537,1930,New Zealand,13,10,Britain,8,5,,Great Britain tour,Christchurch,5 Jul 1930,Details
538,1930,New Zealand,15,10,Britain,5,5,,Great Britain tour,Auckland,26 Jul 1930,Details
539,1930,New Zealand,22,8,Britain,6,3,,Great Britain tour,Wellington,9 Aug 1930,Details
540,1930,Australia,6,5,Britain,3,0,,Great Britain tour,Sydney,30 Aug 1930,Details
541,1930,"
Records include the following current or recent matches:
",,,,,,,,,,
542,1930,"

Australia v Great Britain at Sydney, Aug 30, 1930 [6-5 FT]
",,,,,,,,,,
543,1930,"

New Zealand v Great Britain at Wellington, 4th Test, Aug 9, 1930 [22-8 FT]
",,,,,,,,,,
544,1930,"

New Zealand v Great Britain at Auckland, 3rd Test, Jul 26, 1930 [15-10 FT]
",,,,,,,,,,
545,1931,France,3,0,Ireland,3,0,,Five Nations,Colombes,1 Jan 1931,Details
